"id","block","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","trial"
744,"Second",0.416126987379617,0.698141449578289,0.952807264357503,1.11991264913114,1.24125865359639,1.34913117195877,1.45481042026616,1.5344438014485,1.5877196904681,1.6447926185378,1.70346861068033,1.75767673644519,1.80672452244165,1.81782481605119,1.81274153138071,1.81914379768899,1.84189069425066,1.87385245030607,1.88241774179272,1.87337269972516,1.83626518823919,1.81624454261007,1.8000095644706,1.80667349079406,1.82722766579713,1.857965016422,1.86664822798786,1.86659417453082,1.88213240019678,1.90695346492972,1.91258499337722,1.91430937953019,1.91220757699884,1.90876224666992,1
744,"Second",0.426635559692418,0.715089196640608,0.92326077462702,1.04326675335094,1.11926926336614,1.18238067776093,1.24259606865701,1.29997645984205,1.34868562321534,1.3899916340786,1.42900081385041,1.47229782669777,1.5033939031208,1.53575676288282,1.57850148769374,1.63392180946599,1.69445276764849,1.73301674039805,1.76700079868797,1.79804302976008,1.8363741389216,1.86841499542034,1.87811444854442,1.87299210234113,1.87397045686024,1.88297406301654,1.91930497355942,1.96251960334679,2.00445406199361,2.02794084112628,2.05053088382111,2.06050469146829,2.05721889003987,2.07042407105164,10
744,"Second",0.386106405182463,0.642001640470304,0.868718582826589,1.01476490782629,1.10970224695652,1.18911387315424,1.25471506082397,1.32159406645575,1.38100051489961,1.45119153389797,1.52242531706819,1.57452525381667,1.64867775415366,1.71822218316296,1.78997997362667,1.83556235054501,1.85952626604333,1.88916890747545,1.93148831418095,1.96232094928929,2.00082481847011,2.02508012561139,2.05223972410925,2.06745208161032,2.06398066209962,2.07187817500938,2.05865543981857,2.04772665121592,2.0658348582555,2.07094464155243,2.06634611644309,2.04828694322864,2.04595210320293,2.04527642497879,2
744,"Second",0.42336965648016,0.718865449801078,0.973667383251596,1.11891352872275,1.19600213042773,1.22975004410975,1.27368799772493,1.32444970345478,1.38473021377117,1.43323652291539,1.48901600468297,1.54769111143219,1.59973415931861,1.6447194017998,1.68114978052974,1.71142757159871,1.72783843428148,1.71926081860999,1.68971384679997,1.66983152172681,1.69132984877522,1.73882434089237,1.79579496136509,1.83506641198296,1.84892532816969,1.84878540641682,1.8511462373245,1.87245802214563,1.89552325378521,1.93070301894126,1.96308645235166,1.97737188030618,1.97907077617284,1.98889575950288,3
744,"Second",0.347461750724275,0.590730854284189,0.780193114486452,0.902379201440187,0.987912484883555,1.06742107385848,1.13915502780751,1.19252046492286,1.2343722989064,1.27143329566049,1.30743896484206,1.34183184358268,1.37976252435023,1.43014549646032,1.48277088319005,1.52393301763024,1.5521503746996,1.59189634088511,1.63305534368769,1.67408909058751,1.72095928458406,1.77262545498361,1.82442185365368,1.87742439104864,1.90473331888288,1.90152241648338,1.87494335690401,1.86118537589235,1.86074963826429,1.87432200052111,1.89055158905434,1.89962384684209,1.93354543658249,1.97341404500624,4
744,"Second",0.348744632604561,0.590929144814343,0.784762149527768,0.90359695052304,0.984757730076622,1.06139938884482,1.1363166451704,1.20967367812444,1.27992975730484,1.34587804373707,1.41619221556218,1.48188872693791,1.55129641344321,1.6067015761121,1.63333767510847,1.65143175325366,1.673589010638,1.6855132717915,1.70109612272765,1.72566416214391,1.74804868105864,1.77567211650482,1.79528219442504,1.80973864929307,1.8116132120148,1.82859718985476,1.86003540665008,1.89494045293363,1.91998593918126,1.94635358666802,1.98884693808638,2.01906103069093,2.04888110503949,2.08938405181514,5
744,"Second",0.35270248492721,0.605763662077827,0.799303343731884,0.930845048945035,1.01591133735789,1.08406924606053,1.14390089813415,1.21189996494799,1.27046182543279,1.32400050983614,1.36547300146787,1.41476070270685,1.45775658187409,1.50702751136498,1.53219896942017,1.54097839461136,1.55987527690396,1.58714493466306,1.62482390481967,1.65807429905783,1.68911227190749,1.73161949743115,1.75809755417726,1.76316296978207,1.75216187041152,1.74789978596055,1.76174922468156,1.77062946413735,1.78682063328264,1.78418048558115,1.77268804076819,1.7703964503439,1.77370775258948,1.78148870385869,6
744,"Second",0.358313712181408,0.609157005182645,0.797266912456017,0.907242426937979,0.966194965515677,1.01731958083181,1.08681762410942,1.1571358904334,1.22605822529789,1.28203475300438,1.34018598307332,1.40552254530104,1.47332426469053,1.53487168317685,1.60113066325218,1.65208497465173,1.67986407752355,1.70056663186282,1.72229045563554,1.75068001291187,1.78458877360024,1.81471793878396,1.82891219276353,1.8571295129627,1.87477998734063,1.88886323530876,1.87944040178363,1.86436979887644,1.87349874735607,1.91406462894118,1.97985931864486,2.04779165622761,2.09140822894376,2.12169015226804,7
744,"Second",0.299226076050505,0.522173656788017,0.684036164085445,0.794877666605308,0.864331405711013,0.919070307031554,0.964340311403644,1.01588302021323,1.06866668223508,1.12475716502383,1.18307880360039,1.24313705669763,1.30625858785036,1.36575883416583,1.41244098254433,1.44036401711815,1.45873802594233,1.47035594238257,1.50018697107414,1.53603032260101,1.57397919984278,1.59864307956822,1.61729229054924,1.62661370187821,1.63638668539149,1.63042417139399,1.61940143698106,1.61053717054564,1.5982089561345,1.589831341996,1.59132943144697,1.59899254097696,1.61126932650809,1.62385124403693,8
744,"Second",0.365088719097097,0.629370255570185,0.834262870120091,0.948646495513596,1.01795641585934,1.07310385760572,1.12408426004156,1.18863329461208,1.26190657924235,1.31520715019962,1.36450828124321,1.41218590260325,1.45645580058641,1.50304910456619,1.55485910259314,1.61646464433501,1.67876701156146,1.72573515321821,1.76909672304813,1.81129244553724,1.85871743354025,1.91398742229026,1.95967304664585,1.98132368572131,2.02764779351219,2.0698760705335,2.08830303120376,2.09621864793697,2.08943659783141,2.08633456901216,2.08697671139039,2.0971525182332,2.10564533569054,2.10989077571055,9
